Category,message,Mensagem
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,Aviso ao cliente. Você tem uma entrega de Ano Novo esperando por você. Ligue agora para 07046744435 para agendar a entrega.
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,Você é um vencedor! Você foi especialmente selecionado para receber £1000 em dinheiro ou uma viagem de férias de 4 estrelas (com voos incluídos). Fale com um operador para reivindicar seu prêmio: 0871277810810
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,"Cuide-se, porque preciso de você, já estou com saudades e invejo todos que te veem pessoalmente."
ham,New car and house for my parents.:)i have only new job in hand:),Carro e casa novos para meus pais. :) Eu só tenho um emprego novo em mãos. :)
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,Estou tão apaixonado por você. Fico animado a cada dia que passo com você. Você me faz tão feliz.
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,"-POR FAVOR, PARE bootydelious (32/F) está te convidando para ser amigo(a). Responda SIM-434 ou NÃO-434. Veja o perfil dela: www.SMS.ac/u/bootydelious. PARAR? Envie PARAR AMIGO para 62468."
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu","BangBabes, seu pedido está a caminho. Você DEVERÁ receber uma mensagem de serviço para baixar seu conteúdo. Caso não receba, acesse wap.bangb.tv no menu de internet/serviços do seu celular."
ham,I place all ur points on e cultures module already.,Eu já incluí todos os seus pontos no módulo de culturas eletrônicas.
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,URGENTE! Estamos tentando entrar em contato com você. O sorteio do último fim de semana mostrou que você ganhou um prêmio GARANTIDO de £900. Ligue para 09061701939. Código de resgate: S89. Válido por apenas 12 horas.
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?","Olá amigo, qual a melhor maneira de evitar mal-entendidos com nossos entes queridos?"
ham,Great escape. I fancy the bridge but needs her lager. See you tomo,"Que ótima escapada. Adoro a ponte, mas preciso da cerveja dela. Até amanhã."
ham,Yes :)it completely in out of form:)clark also utter waste.,Sim :) está completamente fora de forma :) Clark também é um desperdício total.
ham,"Sir, I need AXIS BANK account no and bank address.","Senhor, preciso do número da conta e do endereço do banco AXIS BANK."
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao...","Hum... Acho que tenho tempo para dar uma olhada... Sim, posso ir de graça... Preciso te ligar para conversar..."
ham,What time you coming down later?,Que horas você chega mais tarde?
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...","Puxa vida, não acredito que você se esqueceu do meu sobrenome, Sr. Vou te dar uma dica: é espanhol e começa com M..."
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.","Bom, vou terminar meu banho agora. Tenha uma boa... noite."
ham,Let me know when you've got the money so carlos can make the call,Me avise quando você tiver o dinheiro para que o Carlos possa fazer a ligação.
ham,U still going to the mall?,Você ainda vai ao shopping?
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth","Acontece que meus amigos vão ficar para o show inteiro e só voltam às ~ &lt;#&gt; , então fiquem à vontade para fumar aquele $ &lt;#&gt;"
ham,Text her. If she doesnt reply let me know so i can have her log in,"Mande uma mensagem para ela. Se ela não responder, me avise para que eu possa pedir para ela entrar."
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,Olá! Você acabou de falar com MANEESHA V. Gostaríamos de saber se você ficou satisfeito(a) com a experiência. Responda ligando gratuitamente com Sim ou Não.
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,"Você me animou com a oferta de dinheiro. Estou precisando, principalmente porque o fim do mês está chegando e isso atrapalha meus estudos. De qualquer forma, tenha um ótimo fim de semana."
ham,Lol no. U can trust me.,"Não, claro. Pode confiar em mim."
ham,ok. I am a gentleman and will treat you with dignity and respect.,Ok. Sou um cavalheiro e a tratarei com dignidade e respeito.
ham,"He will, you guys close?","Ele vai, vocês fecham?"
ham,Going on nothing great.bye,Nada de bom acontecendo. Tchau.
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,"Olá, lindo! Conseguiu aquele emprego? Não está sendo preguiçoso? Está se esforçando para recuperar aquela rede para a mamãe? Onde está meu namoradinho agora? Ele sente minha falta?"
ham,"Haha awesome, be there in a minute","Haha, ótimo! Já chego!"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,"Ligue para o nosso representante de atendimento ao cliente no número gratuito 0808 145 4742 entre as 9h e as 23h, pois você GANHOU um prêmio garantido de £1000 em dinheiro ou £5000!"
ham,Have you got Xmas radio times. If not i will get it now,"Você tem a programação de rádio de Natal? Se não, eu vou comprar agora mesmo."
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,"Acabei de chegar em casa. Vou tomar banho primeiro. Mas minha irmã está usando a internet, te aviso quando ela terminar, tá?"
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,Você é único o suficiente? Descubra a partir de 30 de agosto. www.areyouunique.co.uk
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,"Sinto muito. Entrei para o grupo de pessoas que não mantêm contato. Você significa muito para mim. Você sempre foi um amigo, mesmo a um custo pessoal muito alto. Tenha uma ótima semana."
ham,Hi :)finally i completed the course:),Olá :) finalmente terminei o curso :)
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,"Vai parar por si só. No entanto, sugiro que ela fique com alguém que possa fornecer informações sobre cada evacuação."
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,Como você está? Espero que já tenha se adaptado ao novo ano letivo. Desejo a você um ótimo dia!
ham,Gud mrng dear hav a nice day,"Bom dia, querida, tenha um bom dia."
ham,Did u got that persons story,Você ouviu a história dessa pessoa?
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,"Seu hamster morreu? Ei, então amanhã a gente se encontra às 13h na estação de metrô Orchard?"
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,"Oi, aqui é a Kate. Como está sua noite? Espero poder te ver amanhã rapidinho, mas tenho que cuidar do bebê! Me responde se puder. :) xxx"
ham,"Found it, ENC  &lt;#&gt; , where you at?","Achei, ENC &lt;#&gt; , onde você está?"
ham,I sent you  &lt;#&gt;  bucks,Eu te enviei <#> dólares
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,"Olá querida, terminei a faculdade, então me mande uma mensagem quando você terminar também, se puder. Beijos, Kate xxx"
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,Sua conta foi recarregada com sucesso em INR <DECIMAL>. Seu saldo na conta pré-paga KeralaCircle é de Rs <DECIMAL>. Seu ID de transação é KR <#>.
ham,Goodmorning sleeping ga.,"Bom dia, garota que está dormindo."
ham,U call me alter at 11 ok.,"Você me liga no altar às 11, ok?"
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,Ü diz até que assim eu não compro ericsson oso não posso oredi lar...
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.","Ao entrar na minha sala, minha assistente disse: ""Feliz aniversário, chefe!"". Me senti especial. Ela me convidou para almoçar. Depois do almoço, ela me convidou para o apartamento dela. Fomos para lá."
ham,"Aight yo, dats straight dogg","Beleza, mano, isso é a pura verdade"
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,"Por favor, nos dê o sinal hoje mesmo, antes de <DECIMAL&gt; ou reembolse a fatura."
ham,Both :) i shoot big loads so get ready!,"Ambos :) Eu ejaculo muito, então prepare-se!"
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.","E aí, mano, espero que tenha tido ótimas férias. Que tenha um semestre proveitoso."
ham,Home so we can always chat,"Em casa, para que possamos sempre conversar."
ham,K:)k:)good:)study well.,K:)k:)bom:)estude bem.
ham,Yup... How ü noe leh...,Sim... Como você sabe...
ham,Sounds great! Are you home now?,Ótimo! Você já está em casa?
ham,Finally the match heading towards draw as your prediction.,"Finalmente, a partida caminha para o empate, como você previu."
ham,Tired. I haven't slept well the past few nights.,Estou cansado. Não tenho dormido bem nas últimas noites.
ham,Easy ah?sen got selected means its good..,"Easy ah?sen foi selecionado, o que significa que é bom.."
ham,I have to take exam with march 3,Tenho que fazer a prova dia 3 de março.
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,"Sim, você deveria. Acho que você pode usar seu cartão GT agora para se cadastrar. Não tenho certeza, mas se houver algo em que eu possa ajudar, me avise. Mas quando fizer isso, certifique-se de estar preparado."
ham,Ok no prob. Take ur time.,"Ok, sem problema. Pode levar o tempo que precisar."
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,Existe um sistema operacional chamado Ubandu que funciona sem precisar ser instalado no disco rígido... você pode usar esse sistema para copiar os arquivos importantes do computador e levá-lo para uma assistência técnica.
ham,"Sorry, I'll call later","Desculpe, ligo mais tarde."
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,"Você disse... Claro que não aconteceu nada. Não que tenha sido muito romântico, só um pouquinho. Acho que a paisagem noturna não era tão bonita assim."
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18","500 celulares novos de 2004, IMPERDÍVEIS! Envie um SMS com a palavra NOKIA para o número 89545 e garanta o seu hoje mesmo! A partir de apenas £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
ham,Would really appreciate if you call me. Just need someone to talk to.,Agradeceria muito se você me ligasse. Só preciso conversar com alguém.
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES","Você encontrará em breve o parceiro dos seus sonhos? Sua carreira está decolando? Para descobrir gratuitamente, envie um SMS com a palavra HORO seguida do seu signo, por exemplo, HORO ÁRIES."
ham,Hey company elama po mudyadhu.,"Olá, empresa elama po mudyadhu."
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .","A vida é mais rigorosa que o professor... Porque o professor ensina a lição e depois aplica a prova, mas a vida primeiro aplica a prova e depois ensina as lições. Bom dia..."
